World Rank-16,University,National Rank-16,Overall-16,Alumini-16,Award-16,HiCi-16,N&S-16,PUB-16,PCP-16
301-400,University College Dublin,2-3,,0,0,10.3,8.8,34.2,18.1
301-400,University of Bath,29-33,,0,0,10.3,11.8,28.2,20.4
301-400,University of Canterbury,2-4,,0,0,14.5,9.3,24.5,22.8
301-400,University of Chile,1,,7.3,0,0,10.9,34,17.8
301-400,University of Colorado at Denver,99-119,,0,0,10.3,11.3,31.4,11.3
301-400,University of Connecticut,99-119,,11.5,0,0,9.1,36.3,13.7
301-400,University of Eastern Finland,2,,0,0,17.8,5,29.4,17.2
301-400,University of Electronic Science and Technology of China,19-31,,0,0,14.5,1.5,36.2,15.4
301-400,University of Fribourg,8,,0,0,17.8,8.2,20.3,22.3
301-400,University of Giessen,22-27,,0,0,10.3,10.2,30.7,16.8
301-400,University of Guelph,14-16,,0,0,10.3,9.7,31.4,18.6
301-400,University of Halle-Wittenberg,22-27,,0,6.7,10.3,9.4,25.1,14.6
301-400,University of Jena,22-27,,0,0,10.3,10.7,34.1,18.4
301-400,University of Kentucky,99-119,,10.3,0,0,11.9,40.4,17.1
301-400,University of Liege,7,,7.3,0,0,13.9,31.6,23.5
301-400,University of Marburg,22-27,,10.3,0,10.3,13.9,28.2,16.7
301-400,"University of Maryland, Baltimore County",99-119,,0,0,20.5,9,17.7,21.3
301-400,University of Milan - Bicocca,9-11,,0,0,10.3,5.7,30.8,22.4
301-400,University of Montpellier,14-18,,10.3,0,0,16.4,37.6,14.8
301-400,University of Naples Federico II,9-11,,0,0,0,5.8,43,18
301-400,University of North Texas,99-119,,0,0,17.8,4.6,26.1,17.9
301-400,University of Oregon,99-119,,8.9,0,10.3,14.5,27.1,18.4
301-400,University of Otago,2-4,,0,0,10.3,9.5,35.1,28.6
301-400,University of Pavia,9-11,,0,0,10.3,5.3,31.9,22.3
301-400,University of Porto,2,,0,0,0,11.8,43.2,22.1
301-400,University of Quebec,14-16,,0,0,10.3,9,35.3,18.7
301-400,University of Santiago Compostela,4-9,,0,0,14.5,6.2,30.9,14.8
301-400,University of South Carolina - Columbia,99-119,,0,0,14.5,8.6,36.2,17.2
301-400,University of Southern Denmark,5,,0,0,10.3,10.5,38.3,20.2
301-400,University of St Andrews,29-33,,10.3,0,0,16.4,29.6,21.8
301-400,"University of Technology, Sydney",15-21,,0,0,14.5,4.6,30.9,21.1
301-400,University of Tehran,1,,12.6,0,0,1.5,41.2,20.8
301-400,University of Tennessee - Knoxville,99-119,,10.3,0,0,14.9,39.9,15.3
301-400,University of Twente,12,,0,0,10.3,9.9,31.3,22.6
301-400,University of Vermont,99-119,,13.6,0,10.3,11.9,26.8,15.9
301-400,University of Western Sydney,15-21,,0,0,10.3,8,29.3,19.9
301-400,University of Wollongong,15-21,,0,0,10.3,9,34.4,23
301-400,Victoria University of Wellington,2-4,,11.5,0,10.3,8.3,24.6,20.7
301-400,Virginia Polytechnic Institute and State University,99-119,,11.5,0,0,11.8,41.8,17.1
301-400,Wayne State University,99-119,,0,0,10.3,6.6,37.2,15.1
301-400,Wuhan University,19-31,,0,0,0,4.2,49.3,14.5
401-500,Aalto University,3-5,,0,0,0,11.5,34.5,18
401-500,Amirkabir University of Technology,2,,0,0,14.5,0,31.5,17.1
401-500,Aristotle University of Thessaloniki,2,,0,0,10.3,2.1,33.6,17.4
401-500,Bangor University,34-37,,11.5,0,10.3,7,19.6,19.6
401-500,Beijing University of Chemical Technology,32-41,,0,0,10.3,0,29.2,18.4
401-500,Ben-Gurion University of the Negev,5,,0,0,0,8.4,33.9,17.3
401-500,Bielefeld University,28-38,,0,0,14.5,7.4,25.1,14.8
401-500,Brigham Young University,120-137,,8.9,0,10.3,8.2,26.9,13.3
401-500,Brunel University,34-37,,0,0,17.8,3.7,23.8,18.4
401-500,Cairo University,1,,19.2,0,0,3.2,33.1,17.7
401-500,Capital Medical University,32-41,,0,0,0,1.5,38.7,33.8
401-500,City University of New York City College,120-137,,31.2,0,0,8.6,17.1,18.8
401-500,Donghua University,32-41,,0,0,14.5,2.4,24.7,15.1
401-500,Ewha Womans University,10-11,,0,0,10.3,8.8,28.2,17.6
401-500,Federal University of Rio Grande do Sul,5-6,,0,0,0,5.5,38.7,19.3
401-500,Florida International University,120-137,,0,0,10.3,6.5,28.9,15.9
401-500,Hong Kong Baptist University,6,,0,0,10.3,6.2,23.1,21.3
401-500,Hunan University,32-41,,0,0,10.3,2.4,35.1,16.1
401-500,Istanbul University,1,,18.5,0,0,3.5,34.6,18.4
401-500,Jagiellonian University,1-2,,10.3,0,0,4.7,35.6,18.1
401-500,Kaohsiung Medical University,5-7,,0,0,14.5,0,27.3,20.6
401-500,Kobe University,13-16,,14.5,0,0,10.3,31.3,15.6
401-500,Medical University of Graz,4-5,,0,9.4,0,6.3,23,22.2
401-500,MINES ParisTech,19-22,,13.6,24.9,0,3.7,8,13.9
401-500,Nanjing Medical University,32-41,,0,0,0,4.2,35.3,26.2
401-500,Nanjing University of Science and Technology,32-41,,0,0,10.3,3.3,30.8,15.1
401-500,National Cheng Kung University (NCKU),5-7,,0,0,0,5.2,39,16.7
401-500,National Chiao Tung University,5-7,,0,0,0,9.9,31.2,19.1
401-500,National University of Malaysia,1-3,,0,0,14.5,1.5,26.4,14.9
401-500,Northeast Normal University,32-41,,0,0,17.8,3,22.5,14.4
401-500,Novosibirsk State University,3,,13.6,0,0,4.1,31.3,16.3
401-500,Ocean University of China,32-41,,0,0,10.3,8.2,29.2,16.4
401-500,Oklahoma State University,120-137,,0,0,10.3,4.7,28.2,15.8
401-500,Osaka City University,13-16,,15.4,0,10.3,6.2,21.4,15.6
401-500,Paris Sorbonne University,19-22,,0,0,0,3.7,37.1,20.5
401-500,Peking Union Medical College,32-41,,0,0,0,11.2,35.2,16.9
401-500,Pusan National University,10-11,,0,0,0,4.1,36.4,17.3
401-500,Rensselaer Polytechnic Institute,120-137,,12.6,0,0,13.1,22.2,22.1
401-500,RMIT University,22-23,,0,0,10.3,0,30.5,18.5
401-500,Saint Louis University,120-137,,0,11.5,10.3,4.1,24,12.6
401-500,San Diego State University,120-137,,0,0,10.3,10,25.8,17.3
401-500,Scuola Normale Superiore - Pisa,12-19,,0,0,0,6.2,18.3,50.5
401-500,Simon Fraser University,17-19,,0,0,0,13.3,33.4,19.1
401-500,St George's Hospital Medical School,34-37,,0,0,14.5,4.5,15,33.3
401-500,Stellenbosch University,3-4,,0,0,10.3,5.4,31.2,16.4
401-500,Stockholm School of Economics,11,,0,16.3,0,,10.2,41.4
401-500,Swinburne University of Technology,22-23,,0,0,10.3,10,23.3,22.2
401-500,Technical University Darmstadt,28-38,,14.5,0,0,9.4,27.4,15.2
401-500,Texas Tech University,120-137,,0,0,10.3,3.3,31.6,15.9
401-500,The University of Texas Medical Branch at Galveston,120-137,,0,0,10.3,9.3,21.9,18
401-500,Tokyo University of Science,13-16,,12.6,0,10.3,6.6,22.8,18.1
401-500,University at Albany (State University of New York),120-137,,0,0,10.3,8,25.8,18.8
401-500,University of Alaska - Fairbanks,120-137,,0,0,10.3,10.8,19.5,19.3
401-500,University of Aveiro,3-5,,0,0,10.3,3,30.1,15.8
401-500,University of Bayreuth,28-38,,0,0,10.3,14.2,22.4,14.1
401-500,University of Bremen,28-38,,0,0,0,14.3,30.6,16.7
401-500,University of Campinas,5-6,,0,0,0,3.7,41.6,20.6
401-500,University of Central Florida,120-137,,0,0,10.3,8,28.7,16.9
401-500,University of Coimbra,3-5,,0,0,0,8,33.9,17.2
401-500,University of Duesseldorf,28-38,,11.5,0,0,11.5,31.2,16.9
401-500,University of Ferrara,12-19,,0,0,10.3,4,25,21.3
401-500,University of Hannover,28-38,,0,0,14.5,9.8,24.7,14.9
401-500,University of Konstanz,28-38,,0,0,10.3,13.6,23.5,14.3
401-500,University of KwaZulu-Natal,3-4,,0,0,0,8.3,32.8,16.7
401-500,University of Ljubljana,1,,0,0,0,8.1,36,15.3
401-500,University of Malaya,1-3,,0,0,0,0,45,22.2
401-500,University of Manitoba,17-19,,0,0,0,8,35.4,16.1
401-500,University of Minho,3-5,,0,0,10.3,4.1,29.3,15.5
401-500,University of Montana - Missoula,120-137,,5.1,0,14.5,12.5,16.5,18
401-500,University of Nice Sophia Antipolis,19-22,,0,0,0,17.9,25.6,13.3
401-500,University of Oulu,3-5,,11.5,0,0,6.8,29.1,15.3
401-500,University of Palermo,12-19,,0,0,10.3,7.1,29,17.3
401-500,University of Parma,12-19,,0,0,17.8,1.5,25.7,20
401-500,University of Perugia,12-19,,0,0,0,9.5,29.3,20.1
401-500,University of Potsdam,28-38,,0,0,10.3,12.5,26,15.1
401-500,University of Regensburg,28-38,,0,0,0,15.3,27.5,15.5
401-500,University of Roma - Tor Vergata,12-19,,0,0,0,8.2,34.3,20.4
401-500,University of Rostock,28-38,,0,0,10.3,9.3,25.1,14.1
401-500,University of Salerno,12-19,,0,0,14.5,0,25.1,18.7
401-500,University of Saskatchewan,17-19,,8.9,0,0,8.3,33.5,16.2
401-500,"University of Science, Malaysia",1-3,,0,0,10.3,3.3,29.3,15.4
401-500,University of Stuttgart,28-38,,18.5,0,0,10.7,26.9,15.7
401-500,University of Surrey,34-37,,0,0,10.3,5.3,28.1,19.2
401-500,University of Tartu,1,,0,0,10.3,11.9,25.3,14.7
401-500,University of the Basque Country,10-12,,0,0,0,9.2,36.4,14.4
401-500,University of Turku,3-5,,0,0,0,9.2,33.5,17.2
401-500,University of Valencia,10-12,,0,0,0,6.9,41.5,15
401-500,University of Versailles Saint-Quentin-en-Yvelines,19-22,,0,0,17.8,8,21.1,15.8
401-500,University of Warsaw,1-2,,15.4,0,0,8.3,30.8,16.7
401-500,University of Wyoming,120-137,,0,0,10.3,13.9,22.4,17.8
401-500,University of Zagreb,1,,0,0,10.3,5.3,31.2,16.4
401-500,University Rovira i Virgili,10-12,,0,0,10.3,5.3,23.2,21.5
401-500,Utah State University,120-137,,13.6,0,0,11.7,24.8,16.2
401-500,Vienna University of Technology,4-5,,0,0,0,12.5,28.6,24.4
401-500,Vita-Salute San Raffaele University,12-19,,0,0,10.3,7.5,16,35.2
401-500,Wake Forest University,120-137,,0,0,17.8,7.6,23.1,12.2
401-500,Waseda University,13-16,,0,0,10.3,6.9,27.4,10.9
401-500,Washington State University,120-137,,0,0,10.3,7.2,30.6,16.9
401-500,West Virginia University,120-137,,0,0,14.5,5.8,29.4,12.1
401-500,Wuhan University of Technology,32-41,,0,0,17.8,0,27.3,10.8
