# RANK                    20162015201420132012                  2015,UNIVERSITY,OVERALL SCORE,Academic Reputation,Employer Reputation,Faculty Student,International Faculty,International Students,Citations per Faculty
=256,Westfälische Wilhelms-Universitat Münster,46.4,49.7,69.8,54,,,,58.4,,67.6,73.6,59.3
259,Ben Gurion University of The Negev,46.2,,,49,85.2,60.1,67.1,,59.9,56.7,63,
260,National Taiwan University of Science and Technology (Taiwan Tech),46.1,34.8,,74.7,,,58.2,53.9,72.4,,62.2,63
=261,University of Dundee,46,34.5,,79.4,84.2,79.6,,,,71.8,,
=261,Université Paris Diderot - Paris 7,46,65.8,,,38.4,47.2,56.6,,,64,62.6,
=263,Queensland University of Technology (QUT),45.8,47.7,71.6,,95.6,54.6,38.1,63.2,73.7,61.6,64.5,71.9
=263,Indiana University Bloomington,45.8,61.6,55,,,,,71,60.8,67.2,67.4,69.5
=265,Université de Liège,45.5,,,48.8,,66,73.5,,62.8,62.2,62,
=265,University of Navarra,45.5,34.4,85.2,84.2,,49.6,,56.6,,58.9,,68
=265,"University of California, Riverside",45.5,,45.3,,89,36.1,87.1,56.6,60.6,59.1,69.2,
268,American University of Beirut (AUB),45.4,,92.9,62.7,98.9,73.7,,53.6,59.5,,,60
=269,Rutgers University - New Brunswick,45.2,52.7,,,,,51.3,63.9,60.9,64.8,72.8,59.8
=269,"University of California, Santa Cruz",45.2,40.1,,,75.8,,93,55.6,,56,64.9,
=271,National University of Ireland Galway,45,34.4,45.3,72.3,89.2,53.4,,56.5,64.2,60.2,62.7,59
=271,Indian Institute of Technology Kanpur (IITK),45,45.4,59.7,,,,66.5,,74.6,,67,
=273,RMIT University,44.9,44.5,85.3,,100,80.7,,65.3,76.4,,63.5,70.4
=273,Wuhan University,44.9,49.9,45,,64.6,,50.6,57.7,64.9,55.6,68.5,57.5
=275,SOAS University of London,44.8,42.2,,52.2,100,100,,75.8,,,,64.8
=275,Al-Farabi Kazakh National University,44.8,47.6,44.7,92.2,,,,,,,,
=277,Dalhousie University,44.7,37,,,99.8,63.2,72,51.5,,63,61.9,
=277,Nankai University,44.7,40,,43.2,,,75.2,53.1,60.9,,71.4,58.8
279,Charles University in Prague,44.6,57.9,55.9,48.6,,48.1,,62.6,61.4,64.1,66.8,60.9
280,University of Miami,44.5,,,94.3,,49.7,41.4,56.9,,67.8,64.2,59.3
281,Hong Kong Baptist University,44.3,,,52.5,98.4,90.2,55.4,62.8,60.1,,64.8,63.3
282,Boston College,44.2,34.7,55.7,,94,,65.5,63.7,,,,67.9
283,Universidad de los Andes,43.9,65.5,87.7,,34.8,,,62.5,61.8,,,66.5
=284,Curtin University,43.8,38.9,54.3,,100,72.7,39.5,56.5,69.7,57.4,72.4,67.5
=284,University of Ottawa,43.8,46.7,,,75.3,49.2,63.2,55.7,60.6,69.9,65.5,59.8
=286,Linköping University,43.7,,60.6,72.8,37.2,,,,65.8,59.6,64.1,57.8
=286,Indian Institute of Technology Kharagpur (IIT-KGP),43.7,37.2,61.7,,,,91.3,,75,,68.5,
288,University of South Australia,43.6,34,57.9,,100,61,42.6,56.9,69.3,60.3,,66.9
289,Universiti Sains Malaysia (USM),43.4,50.2,41.1,44.3,,,,62,75.9,62.1,68.2,71.9
=290,"Birkbeck, University of London",43.1,,,,93.4,97.8,76,68,,,,59.3
=290,Universidad Nacional de Colombia,43.1,71.2,92.1,,,,,61.2,66.4,,,63.9
291,Harbin Institute of Technology,43,,,49.4,,,78.3,,71.4,,64.3,
292,Friedrich-Alexander-Universität Erlangen-Nürnberg,42.9,38.4,39.3,,30.6,,98.5,50.9,66.8,66.7,73.2,
=293,Ecole Normale Supérieure de Cachan,42.8,,,91.7,,,43.8,,,,,
=293,Tilburg University,42.8,,53.9,,78.3,,72.5,53,,,,70.4
=295,Universität Innsbruck,42.6,43.5,39.7,,95.2,98.6,,52.8,,,68.9,
=295,Universitat Pompeu Fabra,42.6,42.4,,,80.7,39.8,51.4,59,,,,70.2
=295,Kyung Hee University,42.6,34,60.3,72.6,,39.6,,60.9,68.1,64.4,65.8,68.2
=295,Mahidol University,42.6,49.1,,85,,,,51.3,,69.6,,58.4
299,Universitat Politècnica de Catalunya,42.5,43,42.9,62.1,,,,51.4,76.2,,66.2,
301,"City, University of London",42.4,,79.4,,92.9,100,37.9,55.2,61.5,,,70.1
=303,University of Essex,41.9,,,,98.4,99.7,55,58.8,,,,68.7
=303,King Abdulaziz University (KAU),41.9,34.4,,70.3,96.7,69.9,,,65.8,,65.6,57.1
=303,Universiti Teknologi Malaysia,41.9,32.8,,77.9,74,66.4,,51.9,74,,,64.9
306,University of Milan,41.8,61.7,43.1,,,,39.2,63.4,64.1,75.2,71.6,62.3
307,Sun Yat-sen University,41.7,45.3,42.2,,43,,58.2,53.2,59.6,65.4,67.6,61.1
308,University of Porto,41.6,49.3,39.9,,,,61.9,51.7,70,61.8,64,59.9
=309,North Carolina State University,41.4,36.1,,,33.8,41.6,65.3,53.4,70.8,64.6,71.4,60.6
=309,Universidad Austral,41.4,36.5,65.4,92.9,,,,,,,,
=309,Università di Padova,41.4,64.3,,,,,,60.7,68.1,68.5,72.9,62.3
=312,University of Iowa,41.3,40.4,,52.4,,39.5,51.3,58.6,,67.9,,57.1
=312,Universiti Kebangsaan Malaysia (UKM),41.3,49,,50.1,72.9,,,63.1,71.1,57.1,62.7,67.5
=314,École des Ponts ParisTech,41.1,,74.5,93.6,,96.2,,,,,,
=314,Politecnico di Torino,41.1,38.8,64.1,,,53.7,77.2,,77.7,,68.8,
=314,Universidad Carlos III de Madrid (UC3M),41.1,41.8,63.7,62,36.6,,,51.3,65.6,,,68.7
317,Novosibirsk State University,41,35.1,43.6,89,,45.6,,,62.2,,68.9,
318,Heriot-Watt University,40.5,,63,,96.7,99.9,45.2,,63.1,,63.5,
=319,University of Victoria,40.4,,,,84.4,44.3,81.1,57.6,,,64.8,58
=319,Universität Konstanz,40.4,42.9,,45.2,59.2,,,60.8,,,,61.5
=319,University of Jyväskylä,40.4,,,88.7,40.5,,,55.6,,,62.2,57.6
=319,Umea University,40.4,,,84,35.1,,,,,64.7,,
323,Universidade Federal do Rio de Janeiro,40.3,65.6,,,,,,59.5,66.3,63.5,67.4,60.8
=324,Oxford Brookes University,40.1,39.3,81.4,,65.8,83.6,,63.5,,,,70.1
=324,Deakin University,40.1,41.2,54.5,,98.2,55.6,40.5,62.8,66.7,62.9,,69.9
=324,Laval University,40.1,37.6,39.9,,67.7,38.9,38.9,54.1,61.8,67.8,62.5,57.5
=327,George Washington University,40,41.5,50.8,,,49.5,,65.4,59.6,65.8,,68.3
=327,University of Hawai'i at Mañoa,40,,,67.6,64.6,,46.3,54.7,,54.4,67.2,
=329,University of St.Gallen (HSG),39.9,,95.2,,100,96,65.2,,,,,71.6
=329,Griffith University,39.9,34.8,47.9,,96.7,69.2,42.1,62.7,60.6,60.4,63.8,69.7
=331,Brunel University London,39.7,,40.6,,95.5,98.9,56.2,,62.8,,,59
=331,Universiti Putra Malaysia (UPM),39.7,43.5,,48.1,44.5,57.2,,55.9,71.6,59.2,66.9,68.1
=331,University of Cologne,39.7,52.3,67.5,,,,,63.7,,67.5,68.2,64.4
=331,University of the Witwatersrand,39.7,41.6,43.3,,88.7,,36.9,60.1,,61.1,,63.7
=331,Xi’an Jiaotong University,39.7,33.1,46,56.9,,,45.1,,70.7,,67,58.6
337,Massey University,39.4,38.7,41.2,,95.1,48.3,,54.1,62.7,60.1,64.8,67.3
=338,University of Waikato,39.2,,49.6,,96.4,77.8,53.6,58.9,59.8,,,70.1
=338,University at Buffalo SUNY,39.2,,,,70,72.7,78.5,,60.3,65.5,62.1,
=338,University Ulm,39.2,,,79.5,48.4,,59.3,,,59.5,62.1,
=338,Virginia Polytechnic Institute and State University,39.2,38.7,42,,,,48.5,,74.3,57.8,68.1,58.5
=338,National Yang Ming University,39.2,,,99.4,,,45.8,,,69.4,,
=338,Bauman Moscow State Technical University,39.2,,65.5,99.8,,,,,62.4,,,
344,University of Warsaw,39,50.9,64.4,,,,,61.8,62.5,,71.8,63.2
=345,Tongji University,38.9,37.2,46.6,,48.9,,45.2,54.4,68.5,,64.2,
=345,The American University in Cairo,38.9,36.8,77.4,49.2,93,,,58.4,,,,61.1
346,Aston University,38.8,,53.5,,93.3,93,51,,,,,60.3
347,University of Eastern Finland,38.8,,,77.5,46,,,,,64,,
=348,Rensselaer Polytechnic Institute,38.5,,,,,49.2,98.1,,68.7,,65.3,
=348,Hiroshima University,38.5,33.8,,88.1,,,,,,59.3,64.4,
350,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires (UCA),38.4,35.5,86.2,69,,,,,,,,
=351,Universität Bremen,38.2,39.5,,53.7,42.6,,,52.6,60.8,,65.4,57.6
=351,Universidade Nova de Lisboa,38.2,35.7,51.7,48,39.5,,,56.4,62.7,,62.1,61.2
353,Dublin City University,38.1,,49,48.1,84.5,58.8,,51.9,62,,,58.6
354,Ewha Womans University,38,,,78.5,,,,58.8,59.4,58,68.7,65.2
355,Iowa State University,37.9,36.4,,,,,71,,60.4,63.7,70,
=356,Aalborg University,37.8,33.5,57.6,,69.4,48.7,,51.9,76.7,,,65.1
=356,Tampere University of Technology,37.8,,,89.2,72.7,,,,64.2,,,
=358,University of Oulu,37.7,,,61.4,42.4,,43.1,,,59.4,,
=358,Universitas Indonesia,37.7,50.5,61.3,43.6,38.7,,,,,,,64.8
360,University of Kent,37.6,,,,94.8,89.1,,58.6,,,,61.8
=361,University of Southern Denmark,37.5,,,47,73.5,54.6,,54.7,,62.1,,61.2
=361,Aix-Marseille University,37.5,58.3,,,,44.8,,,,64.4,66.2,
=361,Washington State University,37.5,39.1,,,67.1,,40.6,,61.6,63.3,64.2,
=361,Kobe University,37.5,38.4,,65.2,,,,,59.4,60.9,62.6,58.6
365,Northeastern University,37.4,,49,,35.7,88.7,47.1,,62.4,54,63.8,60.2
366,Leibniz Universität Hannover,37.2,,41.1,,,,91.8,,60.7,,67.7,
=367,University of Coimbra,37.1,44,,,,,37.2,51.8,63.6,56.7,,58.6
=367,University of Pisa,37.1,59.4,,,,,,59.6,67.5,62,73.1,
=369,Université Paris Dauphine,36.9,35.6,80,,43.3,86,,,,,,61.6
=369,University of Utah,36.9,,,45,,,68.5,,60.2,67.1,66.6,
371,L.N. Gumilyov Eurasian National University (ENU),36.8,,,99.9,,,,,,,,
372,"Stony Brook University, State University of New York",36.7,,,50.5,,84.6,49.4,,,58,69.5,
=373,Lincoln University,36.6,,,70.6,81.7,88.3,38.9,,,,,
=373,American University,36.6,34.9,70,43.3,,38.3,,64.5,,,,64.9
375,Johannes Gutenberg Universität Mainz,36.5,36.4,,49.2,37.3,,,56,,61.9,73.6,
=376,National Taiwan Normal University,36.4,40.5,,53.3,,56.5,,64.2,,,,62
=376,Université de Montpellier,36.4,45.2,,,,40.1,45.1,,,,,
=376,National Technical University of Athens,36.4,33,64.4,,,,59,,77.6,,68,
=379,University of Tasmania,36.2,,,,85.1,79,42.5,54.2,,60.2,65.7,
=379,National Sun Yat-sen University,36.2,32.7,,,,,69.4,53.6,63.5,,64.1,59.9
=381,Brandeis University,36.1,,40.6,,,75.7,63.4,,,,,
=381,Universität Jena,36.1,,,70.1,,,,,,58.3,66.5,
=381,Beihang University (former BUAA),36.1,,,51.8,,,58.5,,65,,62.8,
=384,University of Stirling,36,,,,71.5,67.8,62.2,56,,,,58.8
=384,Universität  Leipzig,36,41,,,,,63.1,59.1,,64.9,64.9,
=384,Yeshiva University,36,,,97.8,,,64.3,,,60.7,,
=387,Institut National des Sciences Appliquées de Lyon (INSA),35.9,,68.7,59.5,41,84.1,,,61.5,,,
=387,Université Paris Descartes,35.9,37.8,,,,46.6,45.1,,,71.7,,
=387,James Cook University,35.9,,,,91.4,45.5,48.7,,,58.9,62.2,57.5
390,University of Connecticut,35.8,,,,84.4,,66.3,,,61.9,62.7,
=391,Tokyo Medical and Dental University (TMDU),35.7,,,100,,,,,,67.4,,
=391,Indian Institute of Technology Roorkee (IITR),35.7,,,,,,91.6,,71.5,,62.8,
393,University of Kansas,35.6,,,76.4,,,,55.7,,64.5,61.6,
=394,La Trobe University,35.5,,41,,93.7,92.1,,63.6,,58.9,,64.4
=394,Universität Mannheim,35.5,,88.5,,32.6,50.8,,,,,,73
=394,Bilkent University,35.5,34.7,44.5,,59.2,,37.4,51.6,64,,61.7,
=397,Moscow State Institute of International Relations (MGIMO University),35.1,,47.9,97.6,,43.2,,,,,,
=397,Université Paul Sabatier Toulouse III,35.1,42.3,,61.9,,,,,,57.9,66.1,
=397,National Central University,35.1,,,43.1,,,54.8,55.8,66.6,,67.4,60.4
=400,Swansea University,35,,,46.4,63.9,71.3,41.9,,,,,
=400,University of Tartu,35,,,67.5,,,,56.4,,,,
401-410,Beijing Institute of Technology,,,39.8,,,,44.9,,70.3,,72,
401-410,Christian-Albrechts-University zu Kiel,,,,56.8,,,,,,63.1,65.3,
401-410,Florida State University,,37.1,,,,,62,53.7,,57.4,71.3,62.7
401-410,Julius-Maximilians-Universität Würzburg,,,,,35.3,,63,,,65.6,66.5,
401-410,Stellenbosch University,,39.9,,,57,,81.5,55.8,,59.4,62.2,62.7
401-410,Pontificia Universidad Javeriana,,49.7,73.1,,,,,55.8,,,,59.8
401-410,The University of Georgia,,34.4,,,,,48.2,52.2,,64.2,,60.8
401-410,"University of Rome ""Tor Vergata""",,47.1,,,,40.9,,53.5,62.4,61,65.5,58.2
401-410,University of Texas Dallas,,,,,,57.6,92.6,,61.7,58.1,,
401-410,University of the Philippines,,47,62.4,45.3,,,,57,,,,64
401-410,Xiamen University,,34.1,,,,,47.9,51.4,,54.1,64.9,
411-420,American University of Sharjah,,,64.4,,100,100,,,,,,
411-420,Bangor University,,,,,69.5,71.3,54,,,,,
411-420,Colorado State University,,,39,,,,56.9,,60.8,62.1,67.7,
411-420,Concordia University,,,55.9,,69.1,86.7,41,58.3,61.1,,,59.2
411-420,Jagiellonian University,,41.3,51.2,50.1,,,,60.2,,,65.8,
411-420,Shanghai University,,38.5,45.6,,,,,54.2,65.6,,70.3,60.5
411-420,Universidad de Belgrano,,,67,70.3,,85.7,,,,,,
411-420,Universidad Politècnica de València,,33.1,45.2,,,,,,70.4,,69.5,
411-420,University of Florence,,53.3,,,,,,61,60.6,67.1,68.2,58.9
411-420,"University of Colorado, Denver",,,,100,,,,,,69.9,,
421-430,Belarus State University,,,,88.7,,,,,,,,
421-430,Ruhr-Universität Bochum,,36.6,,,39.6,41.6,,57.1,60.8,59.2,70.4,
421-430,Sogang University,,,49.7,50.5,,,,61.9,65.2,,63.2,66.1
421-430,Taipei Medical University,,,,63.3,,,,,,67.3,,
421-430,Taras Shevchenko National University of Kyiv,,34.8,,80.6,,,,,,,,
421-430,Tianjin University,,,,45.4,,,51.3,,67,,64.2,
421-430,United Arab Emirates University,,,,,100,86.8,,,,,,
421-430,University of Delaware,,,,,39.7,,86.1,,,,62.1,
421-430,University of Tromsø The Arctic University of Norway,,,,92.5,,,,54.7,,55.2,,
431-440,Bandung Institute of Technology (ITB),,51.4,59,,,,,,65,,,59.8
431-440,Illinois Institute of Technology,,,,,,100,46.4,,61.6,,,
431-440,Karl-Franzens-Universitaet Graz,,38.5,,,56.8,38.9,,55.8,,,61.7,
431-440,Middle East Technical University,,40.6,57.7,,,,,52.3,69.2,,64.1,61.2
431-440,Moscow Institute of Physics and Technology (MIPT / Moscow Phystech),,,,99.1,,38,,,,,64.5,
431-440,Oregon State University,,,,,58.5,,42.3,,,61.5,65,
431-440,University of Trento,,32.7,,,45.5,,60.5,,62.2,,61.8,59.9
431-440,Université du Québec,,42,46,,,,,59.8,62.4,57,64.4,60.2
431-440,"University of Maryland, Baltimore County",,,,,,,85.9,,,62.8,,
431-440,University of New Mexico,,,,56.2,,,40.2,53.7,,60,,
441-450,Abo Akademi University,,,,42.4,45,51.9,44.1,,,,,
441-450,Bogaziçi Üniversitesi,,,52.5,,30.5,,45,54,65.1,,,57.7
441-450,Huazhong University of Science and Technology,,,,,,,53.9,,69.4,56.2,65.9,
441-450,Pusan National University,,34.3,,43.3,,,,,67.5,58.5,66.4,61
441-450,Renmin (People's) University of China,,37.8,52.6,43.9,,,,64.4,,,,66.9
441-450,Sabanci University,,,,53.4,52.6,,,,,,,
441-450,Universidad Externado de Colombia,,,50.8,99.6,,,,,,,,
441-450,University of Naples - Federico II,,41.5,,,,,55.5,51.9,66,65.2,66,
441-450,University of Bordeaux,,47.8,,,,,,,,,66.1,
441-450,University of Tampere,,,,58,,,,55.2,,56.6,,61.1
441-450,York University,,39.5,49.5,,36.7,,,64.3,,,,67.3
451-460,Czech Technical University in Prague,,32.9,68.7,,,39.4,,,69.9,,63,
451-460,"Goldsmiths, University of London",,35.3,,,79.3,98.1,,64.5,,,,59.7
451-460,Indian Institute of Technology Guwahati (IITG),,,,,,,74.9,,63.1,,,
451-460,Jilin University,,,,,,,38,,61.4,,66.9,
451-460,Universidad de Santiago de Chile (USACH),,51,65.3,,,,,56,,,,
451-460,Universidade Federal do Rio Grande Do Sul,,38.8,,,100,,,,63.3,60,61.5,
451-460,University of Bayreuth,,,,47.8,39.7,,,,,,,
451-460,University of Nebraska-Lincoln,,,,,72.7,,45.7,,,58.1,,
451-460,University of Saskatchewan,,,,,42.3,50.8,42.2,,,58,,
451-460,"The University of Tennessee, Knoxville",,,,48.2,,,55.1,,60.4,59.2,68.1,
461-470,Aristotle University of Thessaloniki,,41.5,40.3,,,,37.4,57.6,71.2,61.6,66.3,64.9
461-470,Chang Gung University,,,,74.6,,,59.7,,,64.2,,
461-470,Chung-Ang University (CAU),,,,82.5,,36.7,,51.1,59.4,,,60.4
461-470,City University of New York,,48,,,,,,65.5,,60.5,65.6,63.2
461-470,Politécnica de Madrid,,,53.7,46.5,,,,,71.8,,,
461-470,Southeast University,,,,40.7,,,60.1,,62.4,,,
461-470,University of Granada,,45,,,,,,60,,57.1,63.4,57.1
461-470,Universität Regensburg,,,,,42.6,,43.3,,,60.2,65.6,
461-470,Wake Forest University,,,,99.9,,,,,,60.5,,
471-480,East China University of Science and Technology,,,,,,,86.9,,60.7,,65.3,
471-480,Instituto Tecnológico de Buenos Aires (ITBA),,,54.5,81.1,,,,,,,,
471-480,"Kingston University, London",,,59.1,,61.5,98.4,,53.2,,,,61.4
471-480,Sharif University of Technology,,,,,,,97.5,,,,,
471-480,Peter the Great Saint-Petersburg Polytechnic University,,,,93.7,,,,,61.4,,,
471-480,Università Cattolica del Sacro Cuore,,32.8,72.4,,,,,61.5,,64.9,,64.2
471-480,"Université Lille 1, Sciences et Technologies",,,,,,69,,,61.2,,66.4,
471-480,University of Guelph,,,,,50,,46.8,,,63.6,,
471-480,University of Limerick,,,46.1,,93.6,,,50.8,60.5,,,
471-480,University of Oklahoma,,,,65.8,37.2,,,53.8,,57.1,,
481-490,Auckland University of Technology (AUT),,,43.9,,94,95.5,,56.2,60.5,,,63.2
481-490,Khalifa University,,,,84,100,57.9,,,,,,
481-490,Koc University,,,,41.4,39.6,,,,,,,
481-490,Qatar University,,,,53.3,100,99.7,,,,,,
481-490,National Research Tomsk Polytechnic University,,,,91.4,,68.1,,,,,,
481-490,Tomsk State University,,,,74,,46.6,,,,,,
481-490,UNESP,,33.4,,53.8,,,,,,59.2,,
481-490,Université Claude Bernard Lyon 1,,38.1,,,,,37.5,,,64.4,65.5,
481-490,University of Delhi,,50.5,72.1,,,,,63.2,64,,64.8,66.1
481-490,University of Lisbon,,47,,,,,,57.6,,,62.8,58.7
491-500,Arabian Gulf University,,,,73.7,100,100,,,,,,
491-500,Hankuk (Korea) University of Foreign Studies,,,43.2,70.7,38.7,,,59.3,,,,58.7
491-500,Philipps-Universität Marburg,,,,,,,,,,60.6,,
491-500,Pontificia Universidad Católica del Perú,,47.9,48.3,,,,,,,,,61.8
491-500,Sichuan University,,,,,,,,,,58.9,64.2,
491-500,TU Dortmund University,,,55.3,,,,,,65.6,,66.3,
491-500,Tokyo Metropolitan University,,,,,,,71.3,,,,,
491-500,Tulane University,,,,69.6,,,,,,58.6,,
491-500,Universidad de Palermo (UP),,,50,58.8,40.1,93.1,,,,,,
491-500,Universidad de Zaragoza,,,,47.8,,,,,59.6,,63.4,
491-500,Universidade de Brasília,,34.8,,44,,,,52.3,,,,58.1
491-500,Universidade Federal de São Paulo,,,,74.3,,,,,,63.4,,
491-500,V. N. Karazin Kharkiv National University,,,,81.8,,90.1,,,,,,
501-550,Aberystwyth University,,,,,64.7,52.3,,,,,,
501-550,Ateneo de Manila University,,32.8,55.3,46.1,,,,55.3,,,,58.5
501-550,Bond University,,,,52.1,94,89.4,,,,,,
501-550,Cairo University,,42.9,70.4,,,,,55.4,66.2,59,,59.9
501-550,Carleton University,,,,,32.9,59.1,42.9,52.6,,,,
501-550,Chonbuk National University,,,,56.9,,,,,61.8,,,
501-550,Clark University,,,,,,77.8,61.3,,,,,
501-550,Dongguk University,,,,75.2,,,,,,,,
501-550,Drexel University,,,,47.8,34.2,58.1,,,,56.1,,
501-550,Flinders University,,,,,,51.4,,52.9,,61.1,,57.2
501-550,Keele University,,,,,65.3,60.2,51,,,,,
501-550,Lehigh University,,,,,,52.3,67.6,,,,,
501-550,Michigan Technological University,,,,44.1,,47.9,51,,60.7,,,
501-550,Missouri University of Science and Technology,,,,,74.9,49.5,70.9,,,,,
501-550,National Chung Hsing University,,,,,,,59.7,,61.3,,61.7,
501-550,National Research Nuclear University MEPhI (Moscow Engineering Physics Institute),,,,89,,,,,,,,
501-550,"National Research University Higher School of Economics (HSE, Moscow)",,,,90.1,,,,56.2,,,,67.5
501-550,National University of Sciences And Technology (NUST) Islamabad,,,40.9,75.4,,,,,61.2,,,
501-550,Pontifícia Universidade Católica de São Paulo,,,48.7,64.7,,,,,,,,
501-550,Pontifícia Universidade Católica do Rio de Janeiro,,43.3,40.3,,,,,54.5,59.6,,,58.1
501-550,Rhodes University,,,,,,78.1,61.7,,,,,
501-550,Sultan Qaboos University,,,,66.9,100,,,,,,,
501-550,Swinburne University of Technology,,,46.7,,73.5,98.5,,51.7,66.2,,63.3,
501-550,Syracuse University,,,,,,64.7,,53.7,,,,60.5
501-550,Technische Universität Braunschweig,,,,64.6,,39.8,,,62.7,,,
501-550,Universidad Católica Andres Bello,,36.1,67.8,,,,,,,,,
501-550,Universidad de Costa Rica,,42,47.9,,,,,,,,,
501-550,Universidad de San Andrés - UdeSA,,,49,81.6,,,,,,,,
501-550,Universidad de Sevilla,,41.4,,,,,,55.5,60,,,
501-550,Universidad Nacional de La Plata (UNLP),,49.8,44.2,,,,,51,,,,
501-550,Università degli Studi di Pavia,,,,,,,46.9,,59.5,60,62.4,
501-550,University of Turin,,38.2,,,,,,57.6,,65.9,68.5,57.1
501-550,Universität Bielefeld,,35.6,,,,,,,,,,57.4
501-550,Universitat de Valencia,,40.7,,,,,,51.4,,57.2,67.7,58.6
501-550,Universität des Saarlandes,,,,,48.8,52.5,,,,54.5,,
501-550,Université de Rennes 1,,,,,,,,,,,,
501-550,University of Cincinnati,,,,43.8,,,44.2,,,64.5,,
501-550,University of Crete,,,,,,,63.2,,,,66.3,
501-550,University of Houston,,,,,,,60.4,,62.3,53.9,63.2,
501-550,"University of Missouri, Columbia",,,,41.7,45.4,,,,,62.1,,59.1
501-550,University of Oregon,,,,,,42.7,37.9,52.9,,,,
501-550,University of Pretoria,,37.9,48.6,,,,,54.5,,55.7,,62
501-550,University of South Carolina,,,,,37,,45.8,54.1,,55.8,,
501-550,University of South Florida,,,,,58.2,,58.6,,,61.1,,
501-550,University of Szeged,,,,52,,38.4,,52.5,,,,
501-550,Vilnius University,,,39.5,62.9,,,,,,,,
501-550,Wayne State University,,,,82.5,,,,,,56.5,,
551-600,Al-Imam Muhammed Ibn Saud Islamic University,,,,75.4,99.2,46.2,,,,,,
551-600,American University in Dubai,,,62.3,,100,100,,,,,,
551-600,Charles Darwin University,,,,,67,91.4,44.2,,,,,
551-600,Chiang Mai University,,35.9,,,,,,,,54.1,,
551-600,Chiba University,,,,44.5,,,,,,55.5,,
551-600,College of William & Mary,,,,44.8,,,,,,,,
551-600,East China Normal University,,,,,,,,51.8,,,64.7,
551-600,Inha University,,,,70.9,,,,,61.7,,,
551-600,Instituto Tecnológico Autónomo de México (ITAM),,,58.3,,49.6,,,,,,,
551-600,International Islamic University Malaysia (IIUM),,,,,54.4,73.8,,,,,,57.2
551-600,Istanbul Technical University,,,56.4,,,,,,69.7,,64.8,
551-600,Johannes Kepler University Linz,,,,,73.9,,,,59.6,,,
551-600,Kanazawa University,,,,57.3,,,,,,58.5,,
551-600,Kazakh National Technical University named after K.I.Satpaev,,,,86.7,,,,,,,,
551-600,Kazan (Volga region) Federal University,,,,75.3,,,,53.8,,,,
551-600,King Khalid University,,,,62.4,100,,,,,,,
551-600,Martin-Luther-Universität Halle-Wittenberg,,,,64.3,,,,,,,,
551-600,Masaryk University,,,,,,59.2,,,,,,
551-600,Maynooth University,,,,,88.3,,,,,,,
551-600,Murdoch University,,,,,90.9,49.6,,,,,,
551-600,Nagasaki University,,,,87.2,,,,,,,,
551-600,National Taipei University of Technology,,,,52.5,,,37.9,,60.1,,,
551-600,Okayama University,,,,77.9,,,,,,58.2,,
551-600,Shandong University,,,,,,,,,59.6,,66.1,
551-600,South China University of Technology,,,,,,,66.1,,,,,
551-600,The Catholic University of Korea,,,,90,,,,,,57.8,,
551-600,Tokyo University of Agriculture and Technology,,,,,,,54,,,,,
551-600,Umm Al-Qura University,,,,64.7,99,,,,,,,
551-600,University of Salamanca,,34.7,,,,,,60.3,,,,
551-600,Universidad Nacional de Córdoba - UNC,,46,50.2,,,,,,,,,
551-600,Universidade de Santiago de Compostela,,,,,,,,,,,,
551-600,Universidade Federal de Minas Gerais,,39.2,,,,,,51,62.3,61.1,62,
551-600,Gadjah Mada University,,46.4,,,,,,,,,,
551-600,Universität Duisburg-Essen,,,,,,56.1,39.5,,,59.4,,
551-600,University Duesseldorf,,,,,,44.2,,,,64.1,,
551-600,Universität Rostock,,,,,,,87.9,,,,,
551-600,Université Nice Sophia Antipolis,,,,,,78.5,,,,,63.4,
551-600,University of Bradford,,,,,59,90.4,,,,,,
551-600,University of Canberra,,,,,54.8,70.5,,,,,,
551-600,University of Hull,,,,,62.1,54.8,,,,,,
551-600,University of Kentucky,,,,,,,53.8,,,61.3,,
551-600,University of Kwazulu-Natal,,,,,80.3,,,,,,,
551-600,University of Ljubljana,,,,,,,,,,,,
551-600,University of Manitoba,,,,43.4,,42.4,,,,60.8,,
551-600,University of Massachusetts - Boston,,,,,,,,54.3,,,,59.4
551-600,University of Mississippi,,,,69.4,,,40.1,,,,,
551-600,University of Science and Technology Beijing,,,,,,,47.2,,59.8,,63.1,
551-600,University of Tehran,,,,,,,46.5,,,,,
551-600,Ulster University,,,,,96.2,39,,,,,,
551-600,University of Vermont,,,,72.2,,,,,,55.6,,
551-600,Worcester Polytechnic Institute,,,,,,73.7,47,,,,,
601-650,Bar-Ilan University,,,,,44.3,,42,,,,,
601-650,Brno University of Technology,,,55.8,,,52.4,,,64.3,,,
601-650,Clarkson University,,,,,54.6,,66.4,,,,,
601-650,Dublin Institute of Technology,,,41.7,,42.7,83.4,,,61.4,,,
601-650,Eötvös Lorànd University,,,,,,,,53.4,,,63.6,
601-650,Instituto Politécnico Nacional (IPN),,,51.4,,,,,,65.7,,63.2,
601-650,Jordan University of Science & Technology,,,51.8,,,82.4,,,59.8,,,
601-650,Justus-Liebig-University Giessen,,,,,,,,,,57.4,,
601-650,Kazakh National Pedagogical University named after Abay,,,,79.8,,,,,,,,
601-650,Kumamoto University,,,,59,,,,,,57.2,,
601-650,Kyungpook National University,,,,,,,,,64.5,56.6,62.7,
