Rank,Name,Overall,Teaching,Research,Citations,Industry Income,International Outlook
301-350,Lehigh UniversityUnited StatesExplore,-,20.2,18.1,44.9,38.6,26.5
301-350,Linköping UniversitySwedenExplore,-,19.6,18.9,42.8,31.8,48.6
301-350,National Taiwan University of Science and Technology (Taiwan Tech)TaiwanExplore,-,24.3,37.0,19.4,42.9,15.6
301-350,Plymouth UniversityUnited KingdomExplore,-,12.9,13.7,58.1,25.8,49.0
301-350,Polytechnic University of MilanItalyExplore,-,24.1,17.6,33.9,69.8,33.6
301-350,Sapienza University of RomeItalyExplore,-,29.6,27.2,29.2,32.8,32.4
301-350,Shanghai Jiao Tong UniversityChinaExplore,-,39.4,29.7,19.1,85.2,20.5
301-350,Sharif University of TechnologyIranExplore,-,28.5,29.7,19.3,93.1,12.7
301-350,Sungkyunkwan University (SKKU)South KoreaExplore,-,31.4,32.1,23.9,99.4,26.6
301-350,University College CorkIrelandExplore,-,20.6,19.2,29.4,36.8,77.0
301-350,University of AveiroPortugalExplore,-,17.0,15.9,40.9,34.7,48.4
301-350,University of CanterburyNew ZealandExplore,-,17.3,24.3,30.5,26.6,76.3
301-350,University of Eastern FinlandFinlandExplore,-,23.2,16.1,51.1,30.2,33.5
301-350,University of FerraraItalyExplore,-,15.8,14.1,59.3,34.3,37.1
301-350,University of HertfordshireUnited KingdomExplore,-,12.2,7.7,55.5,27.1,76.5
301-350,University of HoustonUnited StatesExplore,-,36.5,23.6,23.6,31.2,27.7
301-350,University of HullUnited KingdomExplore,-,14.5,16.7,40.2,28.1,66.2
301-350,University of LiègeBelgiumExplore,-,23.5,16.4,38.9,64.8,68.7
301-350,University of ManitobaCanadaExplore,-,29.5,31.7,27.7,40.7,40.2
301-350,"University of Maryland, Baltimore CountyUnited StatesExplore",-,17.6,14.5,52.8,29.9,18.6
301-350,University of Modena and Reggio EmiliaItalyExplore,-,14.5,15.7,50.8,27.9,26.8
301-350,University of OklahomaUnited StatesExplore,-,33.8,16.1,31.6,32.3,20.7
301-350,University of PisaItalyExplore,-,18.3,18.5,50.8,35.3,26.2
301-350,University of PortoPortugalExplore,-,17.7,13.0,43.9,33.7,42.0
301-350,University of South FloridaUnited StatesExplore,-,22.1,30.1,36.6,94.4,15.0
301-350,University of StirlingUnited KingdomExplore,-,18.2,22.2,42.0,26.6,69.5
301-350,University of SurreyUnited KingdomExplore,-,32.6,25.2,12.4,46.9,81.5
301-350,University of TampereFinlandExplore,-,22.5,22.1,44.4,55.1,38.3
301-350,University of TasmaniaAustraliaExplore,-,18.5,15.0,34.9,42.1,70.5
301-350,University of ValenciaSpainExplore,-,15.8,10.2,64.3,32.1,36.4
301-350,University of WaikatoNew ZealandExplore,-,13.3,13.9,47.8,24.5,87.0
301-350,University of WarsawPolandExplore,-,21.6,15.7,44.3,-,35.8
301-350,Vienna University of TechnologyAustriaExplore,-,26.3,14.1,24.3,35.2,82.5
301-350,Vrije Universiteit BrusselBelgiumExplore,-,23.4,21.1,36.7,66.2,49.4
301-350,Washington State UniversityUnited StatesExplore,-,28.8,24.5,33.5,34.3,31.0
301-350,Zhejiang UniversityChinaExplore,-,38.8,27.2,23.0,84.4,13.9
350-400,Aston UniversityUnited KingdomExplore,-,16.2,19.9,11.7,26.8,84.5
350-400,Auburn UniversityUnited StatesExplore,-,33.7,18.7,10.3,47.3,22.5
350-400,Clemson UniversityUnited StatesExplore,-,20.8,17.0,25.5,30.8,28.5
350-400,Curtin UniversityAustraliaExplore,-,17.1,12.3,28.7,31.3,91.4
350-400,Deakin UniversityAustraliaExplore,-,17.7,16.8,26.2,27.9,56.3
350-400,Flinders UniversityAustraliaExplore,-,18.2,19.1,20.3,36.2,59.9
350-400,Georgia State UniversityUnited StatesExplore,-,19.6,20.2,34.4,39.1,27.9
350-400,Griffith UniversityAustraliaExplore,-,15.7,16.2,20.3,30.7,79.0
350-400,Harbin Institute of TechnologyChinaExplore,-,29.0,12.5,21.0,97.2,21.0
350-400,Heriot-Watt UniversityUnited KingdomExplore,-,21.5,16.2,18.8,41.1,82.6
350-400,Hiroshima UniversityJapanExplore,-,27.7,16.3,20.1,39.4,18.8
350-400,Kansas State UniversityUnited StatesExplore,-,20.9,13.8,33.9,36.0,23.6
350-400,Kobe UniversityJapanExplore,-,28.3,15.5,24.3,33.5,18.1
350-400,Kyung Hee UniversitySouth KoreaExplore,-,37.1,17.9,6.6,79.9,31.4
350-400,La Trobe UniversityAustraliaExplore,-,19.0,19.5,13.6,28.9,71.3
350-400,Leibniz University of HanoverGermanyExplore,-,28.2,15.9,21.7,38.9,51.4
350-400,Liverpool John Moores UniversityUnited KingdomExplore,-,12.3,9.3,48.4,26.9,52.6
350-400,Loughborough UniversityUnited KingdomExplore,-,27.9,25.7,9.2,39.4,66.7
350-400,Mahidol UniversityThailandExplore,-,29.9,14.7,20.9,29.0,45.0
350-400,Massey UniversityNew ZealandExplore,-,17.4,17.2,24.5,-,77.8
350-400,Maynooth UniversityIrelandExplore,-,22.9,18.6,22.1,27.1,74.8
350-400,Michigan Technological UniversityUnited StatesExplore,-,21.2,13.8,24.8,41.9,32.3
350-400,National Central UniversityTaiwanExplore,-,24.7,21.4,27.1,78.6,22.2
350-400,National Taiwan Ocean UniversityTaiwanExplore,-,12.5,19.7,31.0,68.0,14.3
350-400,"National University of Ireland, GalwayIrelandExplore",-,17.9,12.2,31.3,32.7,72.6
350-400,New Jersey Institute of TechnologyUnited StatesExplore,-,17.1,14.5,26.4,37.5,41.3
350-400,NOVA University of LisbonPortugalExplore,-,18.0,10.9,28.3,38.3,48.3
350-400,Old Dominion UniversityUnited StatesExplore,-,17.1,12.5,46.9,-,27.3
350-400,Polytechnic University of CataloniaSpainExplore,-,23.0,12.5,23.3,44.6,42.0
350-400,Polytechnic University of TurinItalyExplore,-,19.3,12.1,29.1,67.6,32.4
350-400,Polytechnic University of ValenciaSpainExplore,-,19.6,9.8,45.3,36.6,23.6
350-400,Pontifical Catholic University of ChileChileExplore,-,17.1,16.3,30.1,29.7,45.5
350-400,Saint Petersburg State UniversityRussian FederationExplore,-,37.6,19.7,3.1,26.0,38.1
350-400,Swansea UniversityUnited KingdomExplore,-,17.6,18.1,25.6,28.8,63.3
350-400,Swinburne University of TechnologyAustraliaExplore,-,15.5,11.3,35.6,40.3,64.6
350-400,Tokyo University of Agriculture and TechnologyJapanExplore,-,26.5,15.8,21.7,41.5,18.0
350-400,University of Bari Aldo MoroItalyExplore,-,23.1,17.4,35.1,30.6,30.5
350-400,University of CoimbraPortugalExplore,-,20.6,11.6,27.4,29.4,55.8
350-400,University of IdahoUnited StatesExplore,-,29.4,16.2,24.0,25.5,27.4
350-400,University of KentUnited KingdomExplore,-,15.6,18.5,19.1,26.5,82.5
350-400,University of Paris North – Paris 13FranceExplore,-,13.4,11.8,39.4,24.2,59.9
350-400,University of SalentoItalyExplore,-,26.5,19.1,27.2,73.1,24.4
350-400,University of South AustraliaAustraliaExplore,-,20.6,18.0,19.4,87.7,81.8
350-400,University of StrathclydeUnited KingdomExplore,-,24.4,17.7,19.3,33.1,63.0
350-400,University of TartuEstoniaExplore,-,17.8,17.8,34.4,26.3,42.0
350-400,University of TurkuFinlandExplore,-,20.4,21.5,28.9,32.3,41.4
350-400,University of WyomingUnited StatesExplore,-,18.4,20.9,36.7,29.8,21.8
350-400,University of ZaragozaSpainExplore,-,14.5,9.3,38.4,42.9,28.8
350-400,Waseda UniversityJapanExplore,-,25.4,17.3,29.7,27.3,27.1
350-400,Wuhan UniversityChinaExplore,-,31.3,12.9,25.3,66.7,21.7
350-400,Yuan Ze UniversityTaiwanExplore,-,10.8,9.6,58.3,29.2,12.8
