University,Citations-16,Citations-17,,,,,,,,
"St Georgeâ€™s, University of LondonUnited Kingdom",100,100,,,0,0,0,,,0
Stanford UniversityUnited States,99.9,99.9,,,0,0,0,,,0
Massachusetts Institute of TechnologyUnited States,99.7,99.9,,,-0.2,-0.0020060181,4.02410843362597E-006,,,0.0020060181
"University of California, Santa CruzUnited States",99.9,99.8,,,0.1,0.001001001,0.000001002,,,0.001001001
California Institute of TechnologyUnited States,99.8,99.8,,,0,0,0,,,0
"University of California, BerkeleyUnited States",99.7,99.8,,,-0.1,-0.001003009,0.000001006,,,0.001003009
Harvard UniversityUnited States,99.8,99.7,,,0.1,0.001002004,0.000001004,,,0.001002004
Brandeis UniversityUnited States,97.3,99.7,,,-2.4,-0.0246659815,0.0006084106,,,0.0246659815
Carnegie Mellon UniversityUnited States,99.1,99.3,,,-0.2,-0.0020181635,0.000004073,,,0.0020181635
Princeton UniversityUnited States,99.3,99.2,,,0.1,0.0010070493,1.01414838410656E-006,,,0.0010070493
"University of California, Santa BarbaraUnited States",99.2,99.2,,,0,0,0,,,0
University of OxfordUnited Kingdom,98.8,99.2,,,-0.4,-0.004048583,0.000016391,,,0.004048583
Rice UniversityUnited States,99.7,99.1,,,0.6,0.0060180542,0.000036217,,,0.0060180542
University of ChicagoUnited States,99.2,99.1,,,0.1,0.0010080645,1.01619406867863E-006,,,0.0010080645
Washington University in St LouisUnited States,99.2,99.1,,,0.1,0.0010080645,1.01619406867863E-006,,,0.0010080645
"University of California, San DiegoUnited States",98.7,98.9,,,-0.2,-0.0020263425,4.10606373226834E-006,,,0.0020263425
Duke UniversityUnited States,99,98.8,,,0.2,0.002020202,4.08121620242844E-006,,,0.002020202
University of WashingtonUnited States,98.6,98.8,,,-0.2,-0.0020283976,4.11439668544215E-006,,,0.0020283976
University of PennsylvaniaUnited States,98.6,98.6,,,0,0,0,,,0
Columbia UniversityUnited States,98.1,98.6,,,-0.5,-0.00509684,2.59777775699556E-005,,,0.00509684
"University of California, Los AngelesUnited States",98.5,98.4,,,0.1,0.0010152284,1.03068875776226E-006,,,0.0010152284
Johns Hopkins UniversityUnited States,98.2,98.4,,,-0.2,-0.0020366599,0.000004148,,,0.0020366599
Yale UniversityUnited States,97.2,97.8,,,-0.6,-0.0061728395,3.81039475689674E-005,,,0.0061728395
Boston UniversityUnited States,97.7,97.7,,,0,0,0,,,0
Oregon Health and Science UniversityUnited States,96,97.6,,,-1.6,-0.0166666667,0.0002777778,,,0.0166666667
Emory UniversityUnited States,96.7,97.4,,,-0.7,-0.0072388831,5.24014291687747E-005,,,0.0072388831
Imperial College LondonUnited Kingdom,96.7,97.3,,,-0.6,-0.006204757,0.000038499,,,0.006204757
Cornell UniversityUnited States,97.2,97.2,,,0,0,0,,,0
Northwestern UniversityUnited States,96.5,97,,,-0.5,-0.0051813472,2.68463582914978E-005,,,0.0051813472
University of CambridgeUnited Kingdom,97,96.8,,,0.2,0.0020618557,4.25124880433639E-006,,,0.0020618557
Brown UniversityUnited States,96.4,96.7,,,-0.3,-0.0031120332,9.68475060691085E-006,,,0.0031120332
Vanderbilt UniversityUnited States,95.7,96.7,,,-1,-0.0104493208,0.0001091883,,,0.0104493208
Ã‰cole Polytechnique FÃ©dÃ©rale de LausanneSwitzerland,94.6,96.5,,,-1.9,-0.0200845666,0.0004033898,,,0.0200845666
London School of Economics and Political ScienceUnited Kingdom,94.3,96.3,,,-2,-0.0212089077,0.0004498178,,,0.0212089077
University of Colorado BoulderUnited States,96.4,96.1,,,0.3,0.0031120332,9.68475060691177E-006,,,0.0031120332
University of North Carolina at Chapel HillUnited States,95.9,96.1,,,-0.2,-0.0020855057,4.34933417130456E-006,,,0.0020855057
University of EdinburghUnited Kingdom,96.3,96,,,0.3,0.0031152648,9.70487475859106E-006,,,0.0031152648
Karolinska InstituteSweden,92.2,95.9,,,-3.7,-0.0401301518,0.0016104291,,,0.0401301518
University of MichiganUnited States,94.4,95.8,,,-1.4,-0.0148305085,0.000219944,,,0.0148305085
Erasmus University RotterdamNetherlands,95.6,95.6,,,0,0,0,,,0
New York UniversityUnited States,95.3,95.3,,,0,0,0,,,0
Queen Mary University of LondonUnited Kingdom,93.3,95.1,,,-1.8,-0.0192926045,0.0003722046,,,0.0192926045
University of Southern CaliforniaUnited States,93,94.7,,,-1.7,-0.0182795699,0.0003341427,,,0.0182795699
University of ExeterUnited Kingdom,94.3,94.3,,,0,0,0,,,0
Dartmouth CollegeUnited States,93.3,94.2,,,-0.9,-0.0096463023,9.30511471138648E-005,,,0.0096463023
University of PittsburghUnited States,92.3,94.2,,,-1.9,-0.0205850488,0.0004237442,,,0.0205850488
"University of California, IrvineUnited States",91.6,94.1,,,-2.5,-0.0272925764,0.0007448847,,,0.0272925764
University College LondonUnited Kingdom,94.2,94,,,0.2,0.0021231423,4.50773301598906E-006,,,0.0021231423
Kingâ€™s College LondonUnited Kingdom,93.8,93.5,,,0.3,0.0031982942,1.02290860652568E-005,,,0.0031982942
"University of California, RiversideUnited States",91.2,93.4,,,-2.2,-0.024122807,0.0005819098,,,0.024122807
King Abdulaziz UniversitySaudi Arabia,76.6,93.3,,,-16.7,-0.2180156658,0.0475308305,,,0.2180156658
Pompeu Fabra UniversitySpain,90.7,93.1,,,-2.4,-0.02646086,0.0007001771,,,0.02646086
University of Texas at AustinUnited States,92.2,93,,,-0.8,-0.0086767896,7.52866775518649E-005,,,0.0086767896
University of British ColumbiaCanada,91.5,92.9,,,-1.4,-0.0153005464,0.0002341067,,,0.0153005464
Wageningen University & ResearchNetherlands,87.8,92.8,,,-5,-0.0569476082,0.0032430301,,,0.0569476082
University of BristolUnited Kingdom,91.2,92.7,,,-1.5,-0.0164473684,0.0002705159,,,0.0164473684
Wake Forest UniversityUnited States,94.8,92.6,,,2.2,0.0232067511,0.0005385533,,,0.0232067511
ETH Zurich â€“ Swiss Federal Institute of Technology ZurichSwitzerland,91.1,92.5,,,-1.4,-0.0153677278,0.0002361671,,,0.0153677278
University of MiamiUnited States,90.1,92.5,,,-2.4,-0.0266370699,0.0007095335,,,0.0266370699
University of East AngliaUnited Kingdom,92.7,92.4,,,0.3,0.003236246,1.04732878792637E-005,,,0.003236246
University of BaselSwitzerland,88.3,92.4,,,-4.1,-0.0464326161,0.0021559878,,,0.0464326161
University of DundeeUnited Kingdom,90.2,92.3,,,-2.1,-0.0232815965,0.0005420327,,,0.0232815965
University of IcelandIceland,91.4,92,,,-0.6,-0.0065645514,4.30933353762758E-005,,,0.0065645514
University of TorontoCanada,90.9,91.9,,,-1,-0.0110011001,0.0001210242,,,0.0110011001
Paris Diderot University â€“ Paris 7France,91,91.8,,,-0.8,-0.0087912088,7.72853520106262E-005,,,0.0087912088
Ã–rebro UniversitySweden,87.8,91.7,,,-3.9,-0.0444191344,0.0019730595,,,0.0444191344
Charles Darwin UniversityAustralia,85.9,91.7,,,-5.8,-0.0675203725,0.0045590007,,,0.0675203725
Hong Kong University of Science and TechnologyHong Kong,82.6,91.2,,,-8.6,-0.1041162228,0.0108401878,,,0.1041162228
"University of Maryland, College ParkUnited States",88.2,91.1,,,-2.9,-0.0328798186,0.0010810825,,,0.0328798186
Ulm UniversityGermany,86.4,91,,,-4.6,-0.0532407407,0.0028345765,,,0.0532407407
University of KielGermany,89.5,90.8,,,-1.3,-0.0145251397,0.0002109797,,,0.0145251397
Heidelberg UniversityGermany,88.2,90.8,,,-2.6,-0.029478458,0.0008689795,,,0.029478458
Georgia Institute of TechnologyUnited States,86,90.8,,,-4.8,-0.0558139535,0.0031151974,,,0.0558139535
Utrecht UniversityNetherlands,88.1,90.7,,,-2.6,-0.0295119183,0.0008709533,,,0.0295119183
Nanyang Technological UniversitySingapore,85.6,90.7,,,-5.1,-0.0595794393,0.0035497096,,,0.0595794393
University of GlasgowUnited Kingdom,92.3,90.6,,,1.7,0.0184182015,0.0003392301,,,0.0184182015
University of Texas at DallasUnited States,86.8,90.4,,,-3.6,-0.0414746544,0.001720147,,,0.0414746544
University of AmsterdamNetherlands,87.4,90.3,,,-2.9,-0.033180778,0.001100964,,,0.033180778
Case Western Reserve UniversityUnited States,92,90.2,,,1.8,0.0195652174,0.0003827977,,,0.0195652174
KU LeuvenBelgium,87.3,90.1,,,-2.8,-0.0320733104,0.0010286972,,,0.0320733104
Rush UniversityUnited States,88.9,89.8,,,-0.9,-0.0101237345,0.00010249,,,0.0101237345
University of CopenhagenDenmark,86.2,89.8,,,-3.6,-0.0417633411,0.0017441767,,,0.0417633411
Northeastern UniversityUnited States,84,89.8,,,-5.8,-0.069047619,0.0047675737,,,0.069047619
VU University AmsterdamNetherlands,90.7,89.4,,,1.3,0.0143329658,0.0002054339,,,0.0143329658
University of RochesterUnited States,89,89.4,,,-0.4,-0.004494382,2.01994697639193E-005,,,0.004494382
University of TrentoItaly,87.7,89.3,,,-1.6,-0.0182440137,0.000332844,,,0.0182440137
University of Illinois at Urbana-ChampaignUnited States,86.8,89.3,,,-2.5,-0.0288018433,0.0008295462,,,0.0288018433
University of Western AustraliaAustralia,83.6,89,,,-5.4,-0.0645933014,0.0041722946,,,0.0645933014
Tufts UniversityUnited States,90.1,88.5,,,1.6,0.0177580466,0.0003153482,,,0.0177580466
University of LeicesterUnited Kingdom,86,88.4,,,-2.4,-0.0279069767,0.0007787994,,,0.0279069767
University of MannheimGermany,86.9,88.3,,,-1.4,-0.0161104718,0.0002595473,,,0.0161104718
University of BonnGermany,85.3,88.3,,,-3,-0.0351699883,0.0012369281,,,0.0351699883
University of MelbourneAustralia,86.6,88.1,,,-1.5,-0.0173210162,0.0003000176,,,0.0173210162
University of SussexUnited Kingdom,86.1,88.1,,,-2,-0.0232288037,0.0005395773,,,0.0232288037
University of Wisconsin-MadisonUnited States,86.6,87.9,,,-1.3,-0.0150115473,0.0002253466,,,0.0150115473
University of GothenburgSweden,81.8,87.9,,,-6.1,-0.0745721271,0.0055610021,,,0.0745721271
Arizona State UniversityUnited States,84.6,87.7,,,-3.1,-0.036643026,0.0013427114,,,0.036643026
University of ZurichSwitzerland,85.4,87.5,,,-2.1,-0.0245901639,0.0006046762,,,0.0245901639
University of Duisburg-EssenGermany,81.3,87.5,,,-6.2,-0.0762607626,0.0058157039,,,0.0762607626
LMU MunichGermany,85.7,87.4,,,-1.7,-0.0198366394,0.0003934923,,,0.0198366394
University of Cape TownSouth Africa,85.6,87.3,,,-1.7,-0.0198598131,0.0003944122,,,0.0198598131
Radboud University NijmegenNetherlands,84.9,87.2,,,-2.3,-0.0270906949,0.0007339058,,,0.0270906949
University of GroningenNetherlands,84,87.1,,,-3.1,-0.0369047619,0.0013619615,,,0.0369047619
University of MinnesotaUnited States,88,87,,,1,0.0113636364,0.0001291322,,,0.0113636364
Stony Brook UniversityUnited States,83,86.8,,,-3.8,-0.0457831325,0.0020960952,,,0.0457831325
University of BirminghamUnited Kingdom,82.7,86.8,,,-4.1,-0.0495767836,0.0024578575,,,0.0495767836
Stockholm UniversitySweden,82.5,86.8,,,-4.3,-0.0521212121,0.0027166208,,,0.0521212121
Autonomous University of BarcelonaSpain,83.8,86.7,,,-2.9,-0.0346062053,0.0011975894,,,0.0346062053
University of UtahUnited States,83.7,86.7,,,-3,-0.0358422939,0.00128467,,,0.0358422939
University of VirginiaUnited States,87.3,86.6,,,0.7,0.0080183276,6.42935775964442E-005,,,0.0080183276
"University of California, DavisUnited States",84.3,86.6,,,-2.3,-0.0272835113,0.00074439,,,0.0272835113
Ohio State UniversityUnited States,83.2,86.2,,,-3,-0.0360576923,0.0013001572,,,0.0360576923
Pierre and Marie Curie UniversityFrance,82.9,86.2,,,-3.3,-0.0398069964,0.001584597,,,0.0398069964
University of BergenNorway,82.4,86.2,,,-3.8,-0.0461165049,0.002126732,,,0.0461165049
Leiden UniversityNetherlands,85.2,86.1,,,-0.9,-0.0105633803,0.000111585,,,0.0105633803
University of QueenslandAustralia,82.4,86.1,,,-3.7,-0.0449029126,0.0020162716,,,0.0449029126
Ã‰cole Normale SupÃ©rieureFrance,87.1,85.8,,,1.3,0.0149253731,0.0002227668,,,0.0149253731
University of LuxembourgLuxembourg,84.8,85.8,,,-1,-0.0117924528,0.0001390619,,,0.0117924528
Marche Polytechnic UniversityItaly,80.2,85.8,,,-5.6,-0.0698254364,0.0048755916,,,0.0698254364
University of LiverpoolUnited Kingdom,85.9,85.7,,,0.2,0.0023282887,5.42092830686806E-006,,,0.0023282887
University of MassachusettsUnited States,88.1,85.6,,,2.5,0.0283768445,0.0008052453,,,0.0283768445
University of OsloNorway,75.5,85.5,,,-10,-0.1324503311,0.0175430902,,,0.1324503311
Uppsala UniversitySweden,80.9,85.2,,,-4.3,-0.0531520396,0.0028251393,,,0.0531520396
Durham UniversityUnited Kingdom,87.7,85,,,2.7,0.0307867731,0.0009478254,,,0.0307867731
University of Texas at San AntonioUnited States,74.9,85,,,-10.1,-0.1348464619,0.0181835683,,,0.1348464619
Lancaster UniversityUnited Kingdom,85.3,84.7,,,0.6,0.0070339977,4.94771230152449E-005,,,0.0070339977
Paris Descartes UniversityFrance,83.3,84.6,,,-1.3,-0.0156062425,0.0002435548,,,0.0156062425
Georgetown UniversityUnited States,82.5,84.6,,,-2.1,-0.0254545455,0.0006479339,,,0.0254545455
"Royal Holloway, University of LondonUnited Kingdom",91.2,84.5,,,6.7,0.0734649123,0.0053970933,,,0.0734649123
University of MÃ¼nsterGermany,85.6,84.4,,,1.2,0.0140186916,0.0001965237,,,0.0140186916
Maastricht UniversityNetherlands,82.7,84.4,,,-1.7,-0.0205562273,0.0004225585,,,0.0205562273
James Cook UniversityAustralia,81.4,84.2,,,-2.8,-0.0343980344,0.0011832248,,,0.0343980344
University of FreiburgGermany,80.5,83.6,,,-3.1,-0.0385093168,0.0014829675,,,0.0385093168
University of HelsinkiFinland,82.1,83.5,,,-1.4,-0.0170523752,0.0002907835,,,0.0170523752
University of WÃ¼rzburgGermany,79.1,83.4,,,-4.3,-0.0543615676,0.00295518,,,0.0543615676
Lund UniversitySweden,81.3,83.2,,,-1.9,-0.0233702337,0.0005461678,,,0.0233702337
Paris-Sud UniversityFrance,79.8,83.2,,,-3.4,-0.0426065163,0.0018153152,,,0.0426065163
University of ArizonaUnited States,79.5,83.2,,,-3.7,-0.0465408805,0.0021660536,,,0.0465408805
University of SydneyAustralia,77.5,83.2,,,-5.7,-0.0735483871,0.0054093652,,,0.0735483871
"University of Tennessee, KnoxvilleUnited States",81.4,83,,,-1.6,-0.0196560197,0.0003863591,,,0.0196560197
Aarhus UniversityDenmark,79.8,83,,,-3.2,-0.0401002506,0.0016080301,,,0.0401002506
University of CreteGreece,73.6,83,,,-9.4,-0.1277173913,0.016311732,,,0.1277173913
Pennsylvania State UniversityUnited States,80.5,82.9,,,-2.4,-0.0298136646,0.0008888546,,,0.0298136646
University of TÃ¼bingenGermany,79.3,82.9,,,-3.6,-0.0453972257,0.0020609081,,,0.0453972257
University of the WitwatersrandSouth Africa,76,82.9,,,-6.9,-0.0907894737,0.0082427285,,,0.0907894737
University of SouthamptonUnited Kingdom,82,82.8,,,-0.8,-0.0097560976,9.51814396192736E-005,,,0.0097560976
University of BernSwitzerland,76.6,82.8,,,-6.2,-0.0809399478,0.0065512751,,,0.0809399478
University of SheffieldUnited Kingdom,80.1,82.7,,,-2.6,-0.0324594257,0.0010536143,,,0.0324594257
University of AberdeenUnited Kingdom,82.6,82.6,,,0,0,0,,,0
McMaster UniversityCanada,84.9,82.3,,,2.6,0.0306242638,0.0009378455,,,0.0306242638
University of ManchesterUnited Kingdom,77.3,82.3,,,-5,-0.064683053,0.0041838974,,,0.064683053
William & MaryUnited States,85,82.2,,,2.8,0.0329411765,0.0010851211,,,0.0329411765
Indiana UniversityUnited States,74.8,82.1,,,-7.3,-0.0975935829,0.0095245074,,,0.0975935829
Technical University of MunichGermany,80.1,82,,,-1.9,-0.0237203496,0.000562655,,,0.0237203496
McGill UniversityCanada,78.9,81.8,,,-2.9,-0.0367553866,0.0013509584,,,0.0367553866
University of BolognaItaly,73,81.7,,,-8.7,-0.1191780822,0.0142034153,,,0.1191780822
Australian National UniversityAustralia,72.3,81.7,,,-9.4,-0.1300138313,0.0169035963,,,0.1300138313
Royal College of Surgeons in IrelandIreland,65.3,81.7,,,-16.4,-0.2511485452,0.0630755917,,,0.2511485452
University of Southern DenmarkDenmark,79.7,81.6,,,-1.9,-0.0238393977,0.0005683169,,,0.0238393977
City University of Hong KongHong Kong,76.8,81.6,,,-4.8,-0.0625,0.00390625,,,0.0625
University of New South WalesAustralia,82.1,81.4,,,0.7,0.0085261876,7.26958745832945E-005,,,0.0085261876
University of LeedsUnited Kingdom,79.2,81.3,,,-2.1,-0.0265151515,0.0007030533,,,0.0265151515
University of BarcelonaSpain,78.9,81.3,,,-2.4,-0.030418251,0.00092527,,,0.030418251
Michigan State UniversityUnited States,76.8,81.1,,,-4.3,-0.0559895833,0.0031348334,,,0.0559895833
University of GÃ¶ttingenGermany,72.7,81.1,,,-8.4,-0.1155433287,0.0133502608,,,0.1155433287
Newcastle UniversityUnited Kingdom,81.5,81,,,0.5,0.0061349693,3.76378486205728E-005,,,0.0061349693
Cardiff UniversityUnited Kingdom,82,80.9,,,1.1,0.0134146341,0.0001799524,,,0.0134146341
University of WarwickUnited Kingdom,78.2,80.9,,,-2.7,-0.0345268542,0.0011921037,,,0.0345268542
University of TartuEstonia,64.2,80.9,,,-16.7,-0.2601246106,0.067664813,,,0.2601246106
University of PaduaItaly,74.6,80.6,,,-6,-0.0804289544,0.0064688167,,,0.0804289544
Saint Louis UniversityUnited States,85,80.4,,,4.6,0.0541176471,0.0029287197,,,0.0541176471
University of St AndrewsUnited Kingdom,78.8,80.3,,,-1.5,-0.019035533,0.0003623515,,,0.019035533
University of Notre DameUnited States,81.7,80.2,,,1.5,0.0183598531,0.0003370842,,,0.0183598531
Technical University of DenmarkDenmark,77.8,80.2,,,-2.4,-0.030848329,0.0009516194,,,0.030848329
University of OtagoNew Zealand,74.9,80.1,,,-5.2,-0.0694259012,0.0048199558,,,0.0694259012
Aalborg UniversityDenmark,73.8,80.1,,,-6.3,-0.0853658537,0.007287329,,,0.0853658537
Boston CollegeUnited States,83.3,79.9,,,3.4,0.0408163265,0.0016659725,,,0.0408163265
Humboldt University of BerlinGermany,73.6,79.9,,,-6.3,-0.0855978261,0.0073269878,,,0.0855978261
University of YorkUnited Kingdom,73.1,79.8,,,-6.7,-0.0916552668,0.0084006879,,,0.0916552668
National University of SingaporeSingapore,79.4,79.7,,,-0.3,-0.0037783375,1.42758345018366E-005,,,0.0037783375
Goethe University FrankfurtGermany,79.3,79.7,,,-0.4,-0.0050441362,2.54433099201882E-005,,,0.0050441362
UmeÃ¥ UniversitySweden,74.5,79.7,,,-5.2,-0.0697986577,0.0048718526,,,0.0697986577
LinkÃ¶ping UniversitySweden,76.8,79.6,,,-2.8,-0.0364583333,0.0013292101,,,0.0364583333
University of GenevaSwitzerland,78.5,79.3,,,-0.8,-0.0101910828,0.0001038582,,,0.0101910828
"Pohang University of Science and TechnologyKorea, Republic of",76.7,79.2,,,-2.5,-0.0325945241,0.001062403,,,0.0325945241
University of CologneGermany,75,79.2,,,-4.2,-0.056,0.003136,,,0.056
University of NottinghamUnited Kingdom,77.5,78.9,,,-1.4,-0.0180645161,0.0003263267,,,0.0180645161
University of AdelaideAustralia,72.4,78.8,,,-6.4,-0.0883977901,0.0078141693,,,0.0883977901
"Korea Advanced Institute of Science and Technology (KAIST)Korea, Republic of",75.9,78.5,,,-2.6,-0.0342555995,0.0011734461,,,0.0342555995
Monash UniversityAustralia,73.3,78.5,,,-5.2,-0.070941337,0.0050326733,,,0.070941337
UniversitÃ© Catholique de LouvainBelgium,68.4,78.5,,,-10.1,-0.1476608187,0.0218037174,,,0.1476608187
Queenâ€™s University BelfastUnited Kingdom,68.9,78.3,,,-9.4,-0.1364296081,0.018613038,,,0.1364296081
University of DelawareUnited States,70,78.1,,,-8.1,-0.1157142857,0.0133897959,,,0.1157142857
Makerere UniversityUganda,70.7,78,,,-7.3,-0.1032531825,0.0106612197,,,0.1032531825
University of VictoriaCanada,79,77.9,,,1.1,0.0139240506,0.0001938792,,,0.0139240506
"Rutgers, the State University of New JerseyUnited States",75.4,77.9,,,-2.5,-0.0331564987,0.0010993534,,,0.0331564987
University of CalgaryCanada,67.8,77.9,,,-10.1,-0.1489675516,0.0221913314,,,0.1489675516
University of OregonUnited States,72.6,77.7,,,-5.1,-0.0702479339,0.0049347722,,,0.0702479339
Swedish University of Agricultural SciencesSweden,68.1,77.7,,,-9.6,-0.140969163,0.0198723049,,,0.140969163
Aberystwyth UniversityUnited Kingdom,67.2,77.5,,,-10.3,-0.1532738095,0.0234928607,,,0.1532738095
University of MontrealCanada,69.6,77.4,,,-7.8,-0.1120689655,0.012559453,,,0.1120689655
University of Erlangen-NurembergGermany,75.2,77.3,,,-2.1,-0.0279255319,0.0007798353,,,0.0279255319
Simon Fraser UniversityCanada,72.8,77,,,-4.2,-0.0576923077,0.0033284024,,,0.0576923077
Copenhagen Business SchoolDenmark,79.4,76.8,,,2.6,0.0327455919,0.0010722738,,,0.0327455919
"National University of Ireland, GalwayIreland",68.5,76.7,,,-8.2,-0.1197080292,0.0143300123,,,0.1197080292
University of BordeauxFrance,71.7,76.6,,,-4.9,-0.0683403068,0.0046703975,,,0.0683403068
Polytechnic University of MilanItaly,76.3,76.4,,,-0.1,-0.001310616,1.71771427197286E-006,,,0.001310616
Karlsruhe Institute of TechnologyGermany,73.8,76.4,,,-2.6,-0.0352303523,0.0012411777,,,0.0352303523
University of Naples Federico IIItaly,81.3,76.3,,,5,0.061500615,0.0037823256,,,0.061500615
Johannes Gutenberg University of MainzGermany,72.6,76.3,,,-3.7,-0.0509641873,0.0025973484,,,0.0509641873
University of Modena and Reggio EmiliaItaly,72.9,76.2,,,-3.3,-0.0452674897,0.0020491456,,,0.0452674897
University of TampereFinland,63.7,75.9,,,-12.2,-0.191522763,0.0366809687,,,0.191522763
University of AucklandNew Zealand,69.8,75.8,,,-6,-0.0859598854,0.0073891019,,,0.0859598854
Ghent UniversityBelgium,71.2,75.7,,,-4.5,-0.0632022472,0.003994524,,,0.0632022472
University of LausanneSwitzerland,76.2,75.6,,,0.6,0.0078740157,6.20001240002497E-005,,,0.0078740157
Deakin UniversityAustralia,66.8,75.5,,,-8.7,-0.130239521,0.0169623328,,,0.130239521
Syracuse UniversityUnited States,77.1,75.4,,,1.7,0.0220492866,0.000486171,,,0.0220492866
University of CincinnatiUnited States,72.1,75.4,,,-3.3,-0.0457697642,0.0020948713,,,0.0457697642
University of South FloridaUnited States,73.4,75.2,,,-1.8,-0.0245231608,0.0006013854,,,0.0245231608
University of OuluFinland,62.3,75.1,,,-12.8,-0.2054574639,0.0422127695,,,0.2054574639
Aalto UniversityFinland,62.1,75,,,-12.9,-0.2077294686,0.0431515321,,,0.2077294686
University of TriesteItaly,74.1,74.9,,,-0.8,-0.0107962213,0.0001165584,,,0.0107962213
University of IowaUnited States,73.5,74.9,,,-1.4,-0.019047619,0.0003628118,,,0.019047619
Flinders UniversityAustralia,69.5,74.9,,,-5.4,-0.0776978417,0.0060369546,,,0.0776978417
Griffith UniversityAustralia,66.3,74.8,,,-8.5,-0.1282051282,0.0164365549,,,0.1282051282
University of Science and Technology of ChinaChina,67.2,74.7,,,-7.5,-0.1116071429,0.0124561543,,,0.1116071429
Chinese University of Hong KongHong Kong,68.4,74.6,,,-6.2,-0.0906432749,0.0082162033,,,0.0906432749
University of BresciaItaly,72.3,74.5,,,-2.2,-0.030428769,0.00092591,,,0.030428769
University of Eastern FinlandFinland,65.1,74.5,,,-9.4,-0.1443932412,0.0208494081,,,0.1443932412
UniversitÃ© Libre de BruxellesBelgium,47.9,74.4,,,-26.5,-0.5532359081,0.3060699701,,,0.5532359081
Scuola Superiore Santâ€™AnnaItaly,84.5,74.1,,,10.4,0.1230769231,0.015147929,,,0.1230769231
University of Technology SydneyAustralia,66.9,73.8,,,-6.9,-0.1031390135,0.0106376561,,,0.1031390135
Central Queensland UniversityAustralia,43.7,73.7,,,-30,-0.6864988558,0.4712806791,,,0.6864988558
University of PaviaItaly,65.1,73.6,,,-8.5,-0.1305683564,0.0170480957,,,0.1305683564
Colorado School of MinesUnited States,71.8,73.5,,,-1.7,-0.0236768802,0.0005605947,,,0.0236768802
University of NewcastleAustralia,67.2,73.5,,,-6.3,-0.09375,0.0087890625,,,0.09375
Verona UniversityItaly,76.1,73.4,,,2.7,0.0354796321,0.0012588043,,,0.0354796321
George Mason UniversityUnited States,64.9,73.4,,,-8.5,-0.1309707242,0.0171533306,,,0.1309707242
University of PisaItaly,64.5,73.3,,,-8.8,-0.1364341085,0.018614266,,,0.1364341085
University of Hong KongHong Kong,70.1,73.2,,,-3.1,-0.0442225392,0.001955633,,,0.0442225392
University of Hawaiâ€™i at MÄnoaUnited States,67.7,73.2,,,-5.5,-0.0812407681,0.0066000624,,,0.0812407681
Claude Bernard University Lyon 1France,66.5,73.1,,,-6.6,-0.0992481203,0.0098501894,,,0.0992481203
University of AntwerpBelgium,71.7,73,,,-1.3,-0.0181311018,0.0003287369,,,0.0181311018
University of FloridaUnited States,67.7,72.9,,,-5.2,-0.0768094535,0.0058996921,,,0.0768094535
University of TurinItaly,67.5,72.9,,,-5.4,-0.08,0.0064,,,0.08
University of FlorenceItaly,72.1,72.6,,,-0.5,-0.0069348128,4.80916280170283E-005,,,0.0069348128
University of TurkuFinland,65.8,72.6,,,-6.8,-0.103343465,0.0106798718,,,0.103343465
University College DublinIreland,70.8,72.5,,,-1.7,-0.0240112994,0.0005765425,,,0.0240112994
University of Rovira i VirgiliSpain,66.9,72.1,,,-5.2,-0.0777279522,0.0060416345,,,0.0777279522
Plymouth UniversityUnited Kingdom,75.2,71.9,,,3.3,0.0438829787,0.0019257158,,,0.0438829787
Wayne State UniversityUnited States,65.3,71.9,,,-6.6,-0.1010719755,0.0102155442,,,0.1010719755
Swansea UniversityUnited Kingdom,58.2,71.8,,,-13.6,-0.2336769759,0.0546049291,,,0.2336769759
Eindhoven University of TechnologyNetherlands,70.7,71.7,,,-1,-0.0141442716,0.0002000604,,,0.0141442716
University of ReadingUnited Kingdom,69.9,71.6,,,-1.7,-0.0243204578,0.0005914847,,,0.0243204578
Peking UniversityChina,69.1,71.6,,,-2.5,-0.0361794501,0.0013089526,,,0.0361794501
RWTH Aachen UniversityGermany,63.2,71.3,,,-8.1,-0.128164557,0.0164261537,,,0.128164557
Hebrew University of JerusalemIsrael,64.6,71.1,,,-6.5,-0.100619195,0.0101242224,,,0.100619195
University of TwenteNetherlands,68.8,70.8,,,-2,-0.0290697674,0.0008450514,,,0.0290697674
University of InnsbruckAustria,67.3,70.8,,,-3.5,-0.0520059435,0.0027046182,,,0.0520059435
University of WaterlooCanada,66.5,70.8,,,-4.3,-0.0646616541,0.0041811295,,,0.0646616541
University of Milan-BicoccaItaly,65.8,70.8,,,-5,-0.0759878419,0.0057741521,,,0.0759878419
George Washington UniversityUnited States,65.7,70.7,,,-5,-0.0761035008,0.0057917428,,,0.0761035008
Dalhousie UniversityCanada,65.2,70.7,,,-5.5,-0.0843558282,0.0071159058,,,0.0843558282
University of PalermoItaly,77.4,70.5,,,6.9,0.0891472868,0.0079472387,,,0.0891472868
University of Alaska FairbanksUnited States,63,70.5,,,-7.5,-0.119047619,0.0141723356,,,0.119047619
KoÃ§ UniversityTurkey,74.9,70.3,,,4.6,0.0614152203,0.0037718293,,,0.0614152203
Scuola Normale Superiore di PisaItaly,67.2,70.3,,,-3.1,-0.0461309524,0.0021280648,,,0.0461309524
TU Dresden Germany,66.1,70.2,,,-4.1,-0.0620272315,0.0038473774,,,0.0620272315
